Purchase_Order_Number,CapChem_Vendor_ID,CapChem_Vendor_Name,CapChem_Raw_Material_ID,CapChem_Raw_Material_Name,CapChem_Raw_Material_Category,Quantity,Unit_Price_Of_RM,Total_Amount,Purchase_Order_Date
PO202402975,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,3.88,1759502,6826868,26/10/24
PO202402961,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,14.37,1759502,25284044,26/10/24
PO202400661,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,9.19,1777248,16332910,26/10/24
PO202400674,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,27.82,1421799,39554449,26/10/24
PO202408990,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,12.56,273759,3438414,27/10/24
PO202405297,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.15,12681,14584,27/10/24
PO202404409,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,2.13,2302313,4903927,27/10/24
PO202401427,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,21.84,1340551,29277634,27/10/24
PO202400664,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,12.56,1777248,22322235,27/10/24
PO202401434,V005,Volga Chemicals,RM0002,Urea,Nitrogen,9.41,1742716,16398958,27/10/24
PO202406466,V010,ChemTech Corp,RM0011,Boron,Micronutrient,0.98,90029,88229,27/10/24
PO202405637,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.73,13948,10183,27/10/24
PO202403701,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.19,3030729,3606568,27/10/24
PO202407527,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.63,264173,694775,27/10/24
PO202406459,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.68,90029,151249,27/10/24
PO202405634,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.77,9299,7161,27/10/24
PO202405639,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.86,9299,7998,27/10/24
PO202405636,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.75,9299,6975,27/10/24
PO202406956,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.46,34938,51010,28/10/24
PO202406966,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.49,34938,52058,28/10/24
PO202406955,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.17,34938,40878,28/10/24
PO202406008,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.14,126498,144208,28/10/24
PO202403689,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,6.94,3030729,21033260,28/10/24
PO202400676,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,18.08,1848338,33417952,28/10/24
PO202402173,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,5.28,1553607,8203045,28/10/24
PO202404431,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,8.32,1876778,15614793,01/11/24
PO202403714,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,8.87,3058792,27131486,01/11/24
PO202407542,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.37,266619,631888,01/11/24
PO202407551,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,0.66,266619,175969,01/11/24
PO202401455,V006,Navin Corp,RM0002,Urea,Nitrogen,7.31,1488260,10879181,01/11/24
PO202402184,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,9.38,1266455,11879348,01/11/24
PO202406021,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.16,127669,148097,01/11/24
PO202406476,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.15,90863,104493,01/11/24
PO202401459,V006,Navin Corp,RM0002,Urea,Nitrogen,11.04,1488260,16430391,01/11/24
PO202401461,V005,Volga Chemicals,RM0002,Urea,Nitrogen,2.22,1758853,3904654,01/11/24
PO202405331,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.72,12799,34814,01/11/24
PO202402190,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,8.18,1266455,10359602,01/11/24
PO202403002,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,10.24,1775794,18184131,01/11/24
PO202402187,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,5.09,1567992,7981080,01/11/24
PO202400687,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,8.42,1865453,15707115,02/11/24
PO202403713,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,9.23,3058792,28232651,02/11/24
PO202402997,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,50.92,1917857,97657279,02/11/24
PO202402195,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,5.21,1266455,6598231,02/11/24
PO202401469,V005,Volga Chemicals,RM0002,Urea,Nitrogen,1.93,1758853,3394587,02/11/24
PO202402193,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,3.45,1266455,4369270,02/11/24
PO202406467,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.34,90863,121757,02/11/24
PO202406019,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.18,127669,150650,02/11/24
PO202406471,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.36,90863,123574,02/11/24
PO202406978,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.36,35262,47957,03/11/24
PO202401465,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,7.51,1352964,10160760,03/11/24
PO202404740,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.96,269552,258770,03/11/24
PO202402991,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,37.01,1917857,70979888,03/11/24
PO202403003,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,6.25,1917857,11986607,03/11/24
PO202409010,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,1.46,245594,358568,04/11/24
PO202404433,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,1.86,2323630,4321952,04/11/24
PO202406025,V012,Bayer Corp,RM0010,Manganese,Micronutrient,0.79,127669,100859,04/11/24
PO202406973,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.31,35262,46194,04/11/24
PO202409018,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,0.35,245594,85958,04/11/24
PO202402987,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,32.99,1846826,60926790,04/11/24
PO202401457,V005,Volga Chemicals,RM0002,Urea,Nitrogen,16.74,1758853,29443200,04/11/24
PO202403716,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,8.04,3058792,24592688,04/11/24
PO202409001,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,1.28,276294,353657,04/11/24
PO202406468,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.32,90863,119940,05/11/24
PO202406023,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.11,127669,141713,05/11/24
PO202402995,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,41.11,1775794,73002892,05/11/24
PO202403004,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,1.88,1846826,3472033,06/11/24
PO202402186,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,6.61,1567992,10364428,06/11/24
PO202406971,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,2.26,35262,79693,06/11/24
PO202406970,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,2.18,35262,76872,06/11/24
PO202404438,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,4.01,2323630,9317757,06/11/24
PO202400688,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,18.57,1434964,26647282,06/11/24
PO202403704,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.03,3058792,15385724,06/11/24
PO202404427,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,4.94,1876778,9271284,07/11/24
PO202400692,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,7.2,1865453,13431262,07/11/24
PO202406977,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,2.02,35262,71230,07/11/24
PO202400682,V006,Navin Corp,RM0001,Ammonia,Nitrogen,10.82,1578460,17078938,07/11/24
PO202401448,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,5.3,1352964,7170710,07/11/24
PO202401454,V006,Navin Corp,RM0002,Urea,Nitrogen,3.88,1488260,5774449,07/11/24
PO202402996,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,14.45,1775794,25660224,07/11/24
PO202402196,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,2.67,1266455,3381435,07/11/24
PO202405646,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.62,14077,8728,07/11/24
PO202405645,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.55,9385,5162,07/11/24
PO202400681,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,24.96,1434964,35816702,07/11/24
PO202400679,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,8.82,1506712,13289200,07/11/24
PO202405327,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.9,12799,24319,07/11/24
PO202409012,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,6.08,276294,1679868,07/11/24
PO202408246,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,8.9,232018,2064961,07/11/24
PO202405322,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,5.46,12799,69883,08/11/24
PO202406017,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1,127669,127669,08/11/24
PO202405316,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.01,12799,25726,08/11/24
PO202406015,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.04,127669,132776,08/11/24
PO202408248,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,5.83,366343,2135780,08/11/24
PO202406469,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.07,90863,97224,08/11/24
PO202405640,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.99,9385,9292,08/11/24
PO202407548,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.67,266619,711873,08/11/24
PO202402998,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,50.29,1846826,92876880,08/11/24
PO202406975,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.81,35262,63825,08/11/24
PO202404738,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.49,269552,132081,09/11/24
PO202406969,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.51,35262,53246,09/11/24
PO202403705,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,7.7,3058792,23552699,09/11/24
PO202403720,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,0.87,3058792,2661150,10/11/24
PO202400694,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,28.44,1434964,40810377,10/11/24
PO202401452,V005,Volga Chemicals,RM0002,Urea,Nitrogen,9.6,1758853,16884989,10/11/24
PO202409017,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,8.81,276294,2434151,10/11/24
PO202404425,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,2.2,1876778,4128912,10/11/24
PO202406475,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.26,90863,114488,10/11/24
PO202403711,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,6.67,3058792,20402143,10/11/24
PO202406979,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.07,35262,37731,10/11/24
PO202405319,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,1.22,12799,15615,10/11/24
PO202405334,V013,Beijing Corp,RM0008,Iron,Micronutrient,0.5,8533,4267,10/11/24
PO202408247,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,5.51,232018,1278420,10/11/24
PO202409003,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,7.14,276294,1972740,11/11/24
PO202401470,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,1.56,1352964,2110624,11/11/24
PO202403005,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,0.5,1420635,710318,11/11/24
PO202404428,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,10.28,2323630,23886917,11/11/24
PO202404739,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.64,269552,172514,11/11/24
PO202406980,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.64,35262,57830,11/11/24
PO202403719,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,3.63,3058792,11103415,11/11/24
PO202403707,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,2.38,3058792,7279925,11/11/24
PO202408253,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,9.12,366343,3341049,12/11/24
PO202402992,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,23.1,1775794,41020842,12/11/24
PO202407538,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.34,266619,357270,12/11/24
PO202404439,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,3.05,1876778,5724173,12/11/24
PO202407550,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.16,266619,309279,12/11/24
PO202406982,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,0.45,35262,15868,13/11/24
PO202406020,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.01,127669,128946,13/11/24
PO202406968,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.64,35262,57830,13/11/24
PO202401463,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,11.99,1352964,16222039,13/11/24
PO202406974,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.53,35262,53951,13/11/24
PO202407537,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.52,266619,671880,13/11/24
PO202401450,V005,Volga Chemicals,RM0002,Urea,Nitrogen,4.49,1758853,7897250,13/11/24
PO202402188,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,2.46,1628299,4005616,13/11/24
PO202409011,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,9.68,276294,2674526,13/11/24
PO202404421,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,1.91,1876778,3584646,13/11/24
PO202400683,V002,Mecca Enterprises,RM0001,Ammonia,Nitrogen,19.49,1793704,34959291,13/11/24
PO202402189,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,3.61,1266455,4571903,14/11/24
PO202403706,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,1.4,3058792,4282309,14/11/24
PO202409015,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,10.08,276294,2785044,14/11/24
PO202407546,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.89,266619,770529,14/11/24
PO202400686,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,23.74,1506712,35769343,14/11/24
PO202405325,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.26,8533,27818,14/11/24
PO202400684,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,12.44,1865453,23206236,14/11/24
PO202408238,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.26,366343,461593,14/11/24
PO202407540,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.84,266619,757198,15/11/24
PO202409000,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,1.45,245594,356112,15/11/24
PO202407543,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.06,266619,282617,15/11/24
PO202407541,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.63,266619,701208,15/11/24
PO202401447,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,2.54,1352964,3436529,15/11/24
PO202404440,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,0.86,2323630,1998322,15/11/24
PO202404432,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,8.04,2323630,18681986,15/11/24
PO202404437,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,4.81,2323630,11176661,15/11/24
PO202408257,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.61,366343,589813,15/11/24
PO202406014,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.11,127669,141713,16/11/24
PO202408256,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,11.11,232018,2577720,16/11/24
PO202405644,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.52,14077,7321,16/11/24
PO202408241,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.16,366343,2256673,16/11/24
PO202406477,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.19,90863,108127,16/11/24
PO202408242,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,6.69,232018,1552201,16/11/24
PO202402994,V002,Mecca Enterprises,RM0004,Ammonium Nitrate,Nitrogen,50.07,1775794,88914006,16/11/24
PO202408254,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,7.86,232018,1823662,16/11/24
PO202405324,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.69,12799,34430,16/11/24
PO202401458,V005,Volga Chemicals,RM0002,Urea,Nitrogen,3.69,1758853,6490168,16/11/24
PO202406478,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.08,90863,98133,16/11/24
PO202402194,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,5.05,1266455,6395598,16/11/24
PO202405333,V013,Beijing Corp,RM0008,Iron,Micronutrient,1.58,8533,13483,17/11/24
PO202401464,V006,Navin Corp,RM0002,Urea,Nitrogen,3.26,1488260,4851728,17/11/24
PO202407547,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.57,266619,685211,17/11/24
PO202409005,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,6.24,276294,1724075,17/11/24
PO202406018,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.06,127669,135330,17/11/24
PO202405321,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.78,8533,32255,17/11/24
PO202406474,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.41,90863,128117,17/11/24
PO202404741,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.93,269552,250684,17/11/24
PO202408249,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.16,232018,269141,18/11/24
PO202409106,V003,Prakash Chemicals,RM0001,Ammonia,Nitrogen,27.47,1434964,39418462,18/11/24
PO202405317,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,5.52,12799,70651,18/11/24
PO202403717,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,5.86,3058792,17924522,18/11/24
PO202408997,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,2.62,276294,723891,18/11/24
PO202406024,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.01,127669,128946,18/11/24
PO202401472,V005,Volga Chemicals,RM0002,Urea,Nitrogen,0.97,1758853,1706088,18/11/24
PO202409013,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,2.07,245594,508380,18/11/24
PO202402984,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,1.15,1846826,2123850,18/11/24
PO202405318,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.95,12799,37758,18/11/24
PO202409004,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,11.12,276294,3072390,19/11/24
PO202402988,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,24.93,1917857,47812176,19/11/24
PO202400696,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,1.11,1865453,2070653,19/11/24
PO202409008,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,2.94,245594,722047,19/11/24
PO202401460,V001,Jubair Corp,RM0002,Urea,Nitrogen,14.57,1758853,25626489,19/11/24
PO202407539,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.13,266619,567899,19/11/24
PO202405329,V013,Beijing Corp,RM0008,Iron,Micronutrient,4.56,8533,38911,19/11/24
PO202401456,V005,Volga Chemicals,RM0002,Urea,Nitrogen,1.81,1758853,3183524,19/11/24
PO202400690,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,6.04,1434964,8667183,19/11/24
PO202408239,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,9.65,232018,2238974,19/11/24
PO202406472,V010,ChemTech Corp,RM0011,Boron,Micronutrient,1.1,90863,99950,19/11/24
PO202402185,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,5.38,1628299,8760249,19/11/24
PO202406479,V010,ChemTech Corp,RM0011,Boron,Micronutrient,0.28,90863,25442,19/11/24
PO202404434,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,8.68,2323630,20169109,19/11/24
PO202404430,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,2.92,2323630,6785000,19/11/24
PO202407544,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,2.4,266619,639886,20/11/24
PO202404436,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,4.3,1876778,8070146,20/11/24
PO202402191,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,10.87,1628299,17699611,20/11/24
PO202408258,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,0.57,366343,208816,20/11/24
PO202401451,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,10.97,1352964,14842016,20/11/24
PO202403708,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,7.55,3058792,23093880,20/11/24
PO202408251,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.23,232018,517401,21/11/24
PO202405332,V013,Beijing Corp,RM0008,Iron,Micronutrient,2.7,8533,23040,21/11/24
PO202402993,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,12.42,1420635,17644287,21/11/24
PO202402989,V001,Jubair Corp,RM0004,Ammonium Nitrate,Nitrogen,28.85,1846826,53280931,21/11/24
PO202406022,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.02,127669,130223,21/11/24
PO202403000,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,40.93,1420635,58146591,21/11/24
PO202405323,V013,Beijing Corp,RM0008,Iron,Micronutrient,3.05,8533,26026,21/11/24
PO202408243,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,7.26,232018,1684451,21/11/24
PO202405643,V013,Beijing Corp,RM0009,Zinc,Micronutrient,0.56,9385,5256,21/11/24
PO202401462,V005,Volga Chemicals,RM0002,Urea,Nitrogen,10.05,1758853,17676473,21/11/24
PO202408998,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,6.5,245594,1596361,21/11/24
PO202402182,V004,Ural Enterprises,RM0003,Potassium Chloride,Potassium,8.25,1628299,13433467,22/11/24
PO202402198,V005,Volga Chemicals,RM0003,Potassium Chloride,Potassium,2.65,1567992,4155179,22/11/24
PO202404429,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,3.25,1876778,6099529,22/11/24
PO202404424,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,7.86,1876778,14751476,22/11/24
PO202408237,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,9.03,366343,3308078,22/11/24
PO202404426,V009,Hyderabad Chemicals,RM0006,Potassium Nitrate,Potassium,3.42,1876778,6418581,22/11/24
PO202401468,V008,Deepak Enterprises,RM0002,Urea,Nitrogen,11.81,1352964,15978505,23/11/24
PO202407545,V014,Greenfield Chemicals Ltd.,RM0013,Copper,Micronutrient,1.04,266619,277284,23/11/24
PO202409006,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,6.55,245594,1608641,23/11/24
PO202408255,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,1.91,232018,443155,23/11/24
PO202402199,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,4.85,1266455,6142307,23/11/24
PO202403709,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,4.17,3058792,12755163,23/11/24
PO202402986,V008,Deepak Enterprises,RM0004,Ammonium Nitrate,Nitrogen,23.86,1420635,33896352,23/11/24
PO202403718,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,3.24,3058792,9910487,23/11/24
PO202400693,V008,Deepak Enterprises,RM0001,Ammonia,Nitrogen,25.93,1434964,37208617,23/11/24
PO202405642,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.64,14077,9010,23/11/24
PO202409007,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,6.23,245594,1530051,23/11/24
PO202409016,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,8.89,245594,2183331,24/11/24
PO202402999,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,10.74,1917857,20597785,24/11/24
PO202400697,V006,Navin Corp,RM0001,Ammonia,Nitrogen,0.55,1578460,868153,24/11/24
PO202408250,V016,Summit Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.21,366343,809619,24/11/24
PO202402192,V009,Hyderabad Chemicals,RM0003,Potassium Chloride,Potassium,9.04,1266455,11448754,24/11/24
PO202406976,V013,Beijing Corp,RM0012,Molybdenum,Micronutrient,1.56,35262,55009,24/11/24
PO202403715,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,9.18,3058792,28079711,24/11/24
PO202404423,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,6.63,2323630,15405667,24/11/24
PO202405326,V011,Berlin Enterprises,RM0008,Iron,Micronutrient,2.29,12799,29310,25/11/24
PO202403710,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,8.2,3058792,25082095,25/11/24
PO202400680,V001,Jubair Corp,RM0001,Ammonia,Nitrogen,9.69,1865453,18076240,25/11/24
PO202405647,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.69,14077,9714,25/11/24
PO202404737,V010,ChemTech Corp,RM0007,Chlorine,Micronutrient,0.71,269552,191382,25/11/24
PO202400685,V009,Hyderabad Chemicals,RM0001,Ammonia,Nitrogen,2.53,1506712,3811982,25/11/24
PO202400689,V006,Navin Corp,RM0001,Ammonia,Nitrogen,23.05,1578460,36383503,25/11/24
PO202405641,V011,Berlin Enterprises,RM0009,Zinc,Micronutrient,0.8,14077,11262,25/11/24
PO202402985,V004,Ural Enterprises,RM0004,Ammonium Nitrate,Nitrogen,17.5,1917857,33562498,25/11/24
PO202408252,V015,Wuhan Enterprises,RM0014,Phosphoric Acid,Phosphurus,2.81,232018,651971,25/11/24
PO202408999,V018,Zarqa Specialty Chemicals,RM0015,Phosphate Rock,Phosphurus,12.44,276294,3437098,25/11/24
PO202409014,V017,Casablanca Industries,RM0015,Phosphate Rock,Phosphurus,11.46,245594,2814508,26/11/24
PO202404420,V005,Volga Chemicals,RM0006,Potassium Nitrate,Potassium,5.26,2323630,12222294,26/11/24
PO202403712,V007,Nova Industries,RM0005,Potassium Sulphate,Potassium,3.14,3058792,9604607,26/11/24
PO202406016,V012,Bayer Corp,RM0010,Manganese,Micronutrient,1.03,127669,131500,26/11/24
